STATE,DISTRICT,YEAR,RAPE,CUSTODIAL RAPE,OTHER RAPE,DOWRY DEATHS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,CRUELTY BY HUSBAND OR HIS RELATIVES,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,KIDNAPPING & ABDUCTION,ROBBERY,HURT/GREVIOUS HURT,THEFT,BURGLARY,ARSON,DACOITY,TOTAL IPC CRIMES,RISK_SCORE,RISK_LEVEL,MARKER_COLOR
West Bengal,Howrah City,14038,110,0,110,46,300,1458,259,74,0,201,27,72,392,176,690,4084,76,31,34,18870,399.53000000000003,MEDIUM,orange
West Bengal,Howrah G.R.P.,24078,10,0,10,4,33,5,60,4,1,123,110,19,55,64,80,5178,1,1,25,7308,233.57000000000002,LOW,green
West Bengal,Jalpaiguri,24078,1777,0,1777,123,1536,6745,1887,5,0,1345,798,504,1853,477,5558,13229,507,121,132,64179,2008.4900000000002,HIGH,red
West Bengal,Jhargram,2012,21,0,21,6,21,47,28,0,0,30,23,5,21,19,11,97,3,1,10,711,20.89,LOW,green
West Bengal,Kharagpur G.R.P.,22077,3,0,3,1,8,7,19,3,0,44,8,4,15,40,29,1326,1,0,21,1816,61.230000000000004,LOW,green
West Bengal,Kolkata,24078,433,0,433,118,1178,4362,2572,1107,27,596,1159,256,1534,1007,19434,41317,1434,0,151,158429,2801.38,HIGH,red
West Bengal,Malda,24078,1331,0,1331,86,949,4221,1205,19,0,885,1189,313,1323,203,3357,4038,143,47,62,35343,1164.5100000000002,HIGH,red
West Bengal,Midnapur,2001,84,0,84,58,74,470,54,1,0,120,20,44,74,59,63,581,39,23,16,4617,112.29,LOW,green
West Bengal,Murshidabad,24078,3352,0,3352,384,2519,17229,3487,33,0,1644,2657,480,2943,391,18652,7833,114,248,152,85689,3443.6799999999994,HIGH,red
West Bengal,Nadia,24078,1734,0,1734,475,2363,11296,1610,32,72,1355,1869,318,2532,385,14539,11523,166,153,239,79313,2552.68,HIGH,red
West Bengal,Paschim Midnapur,22077,705,0,705,255,805,5355,745,10,0,1350,706,382,806,397,1298,4596,250,249,224,38981,1104.57,HIGH,red
West Bengal,Purab Midnapur,22077,555,0,555,345,969,4857,291,3,0,707,166,208,1042,184,113,3320,156,68,92,35502,905.15,HIGH,red
West Bengal,Purulia,24078,497,0,497,106,198,1778,601,0,0,733,12,85,276,278,205,2526,49,24,63,16958,483.43000000000006,MEDIUM,orange
West Bengal,Sealdah G.R.P.,24078,19,0,19,11,36,10,56,2,0,188,58,21,67,115,247,2981,0,0,18,4746,153.86,LOW,green
West Bengal,Siliguri G.R.P.,24078,2,0,2,3,23,1,31,1,0,42,3,6,31,15,0,1154,1,0,13,1760,55.44000000000001,LOW,green
West Bengal,Siliguri_Pc,2012,21,0,21,3,111,370,35,12,0,32,6,6,123,29,812,849,3,3,3,3023,97.89000000000001,LOW,green
West Bengal,Uttar Dinajpur,24078,833,0,833,150,867,3095,712,9,1,638,1062,158,1059,221,5202,3684,84,156,123,29972,909.98,HIGH,red
